bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,
7,RESOLVED,FIXED,P3,critical,,,,,,,
552228,[proposal] technology.mosaic,Eclipse Foundation,Community,Proposals and Reviews,PC,Mac OS X,NEW,,P3,normal,
552229,[trademark] Trademark approval required for Eclipse MOSAIC,Eclipse Foundation,Community,EMO Approvals,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
552230,[Designer] [Real-time] Fix relative deadline computation,Modeling,Papyrus,Designer,All,All,RESOLVED,FIXED,P3,normal,
552231,Underscore styling should not apply inside words,Mylyn,Mylyn Docs,Wikitext,All,All,RESOLVED,FIXED,P3,major,
552232,mandatory to specify optional fields in default values of record in function parameters,Eclipse Foundation,z_Archived,titan.core,PC,Windows,,,,,
10,CLOSED,FIXED,P3,normal,,,,,,,
552233,[quick fix] Add quick fix for unnecessary array creation,Eclipse Project,JDT,UI,PC,Linux,VERIFIED,FIXED,P3,normal,
552234,Call to pthread_create() causes debug session to terminate.,Tools,CDT,cdt-debug-cdi,PC,Windows 7,CLOSED,NOT_ECLIPSE,P3,major,
552235,Repository properties page flickers,Technology,EGit,UI,PC,Windows 10,NEW,,P3,trivial,
552237,Mark speaker as attending EclipseCon,Eclipse Foundation,Community,EclipseCon,All,All,RESOLVED,FIXED,P3,trivial,
552238,[Dark Theme] Title Bar of eclipse and popups should be dark in dark theme,Eclipse Project,Platform,SWT,PC,Windows 10,CLOSED,DUPLICATE,P3,normal,
552239,Silly errors in log: Your application model still contains a deprecated XYZ instance,Eclipse Project,Platform,UI,PC,Windows 10,CLOSED,DUPLICATE,P3,major,
552240,Remove Wizard and Dialogs from model,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552241,Rename Text Editor to Simple Text Editor and Generic Text Editor to Text Editor to guide the user in using the better text editor,Eclipse,,,,,,,,,
Project,Platform,Text,PC,Linux,NEW,,P3,normal,,,
552242,[tests] Generated OCL2QVTi input/output test files are not loadable,Modeling,QVTd,Core,PC,Windows 10,NEW,,P3,normal,
552243,Security warning for unsigned content dialog should not use an error icon,Eclipse Project,Equinox,p2,PC,Linux,RESOLVED,WORKSFORME,P3,normal,
552244,Adding good starting tip similar to Android Studio,Eclipse Project,Platform,User Assistance,PC,Linux,RESOLVED,WONTFIX,P3,normal,
552245,Provide support for reporting on marketplace.eclipse.org,Tools,Oomph,Setup,PC,Windows 7,NEW,,P3,enhancement,
552246,Untyped subapps break deleting of FBs,IoT,4DIAC,4DIAC-IDE,PC,All,CLOSED,FIXED,P3,normal,
552247,[9][model] API to get a project's module disregarding --patch-module,Eclipse Project,JDT,Core,All,All,VERIFIED,FIXED,P3,normal,
552248,Patch with ... doesn't offer projects that already declare patching in their own build path,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,normal,
552250,Java Doc Error in I20191019-1800,Eclipse Project,Platform,UI,All,All,CLOSED,DUPLICATE,P3,normal,
552251,java-2019-12: Do you trust expired root certificate?,Tools,Orbit,releng,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552252,[qvtr] Support TypedModel inheritance,Modeling,QVTd,Core,PC,Windows 10,NEW,,P3,normal,
552253,[qvtr] Support explicit TypedModel sequencing,Modeling,QVTd,Core,PC,Windows 10,NEW,,P3,normal,
552254,Use same Eclipse licence for JGit and EGit,Technology,EGit,UI,PC,Linux,CLOSED,DUPLICATE,P3,normal,
552255,[qvti] Eliminate ImperativeTypedModel isInput/isOutput,Modeling,QVTd,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552256,Code recommenders cannot download its repository index,Eclipse Project,JDT,Core,Macintosh,Mac OS X,RESOLVED,WONTFIX,P3,normal,
552257,Draging Transitions leads to Devision by zero Errors,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
552258,Shortcut for zoom-in does not work on MacOs,Eclipse Project,Platform,UI,Macintosh,Mac OS X,NEW,,P3,normal,
552259,Increase selected connection/transition width and endpoint sizes,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
552260,Oracle JDK 12 link in Java Missing page no longer offers version 12,Tools,Oomph,Version Management,All,All,VERIFIED,FIXED,P3,normal,
552262,Gerrit events not triggering builds for webtools,Eclipse Foundation,Community,CI-Jenkins,Other,All,CLOSED,FIXED,P3,major,
552263,Flaky signer,Technology,CBI,signing-service,PC,Windows 10,CLOSED,FIXED,P3,normal,
552264,[releng] Unstable https://download.eclipse.org/modeling/tmf/xtext/updates/composite/nightly,Modeling,TMF,Xtext,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552265,[Windows 10] Nondeterministic JVM Crash in PropertiesView,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,DUPLICATE,P3,normal,
552266,Pod Template works with one image                                                                                                                                              but not another,Eclipse Foundation,C,,,,,,,,
552267,[jar-sigining] Before failing to sign because of a failing TSA                                                                                                                 try a couple of other before returning,T,,,,,,,,,
552268,[Search][Call Hierarchy] Colour search results by type,Eclipse Project,JDT,UI,All,All,ASSIGNED,,P3,enhancement,
552269,Cannot open sql console in Eclipse,Eclipse Project,Platform,IDE,PC,Windows 10,CLOSED,NOT_ECLIPSE,P3,critical,
examples] Reorganize examples accord,,,,,,,,,,,
552271,[Robotics                                                                                                                                                                      conventions,Modeling,Papyrus,Robo,,,,,,,
552272,ECA failure message not helpful,Eclipse Foundation,Community,Accounts.eclipse.org,PC,Mac OS X,NEW,,P3,normal,
552273,Compilation error for legal generics code(JDK 11),Eclipse Project,JDT,APT,PC,Windows 10,NEW,,P3,major,
552274,[GTK3] Some views are not repainting properly,Eclipse Project,Platform,SWT,PC,Linux,RESOLVED,FIXED,P3,critical,
552275,Regression - The Eclipse installer executable was unable to locate its companion shared,,,,,,,,,,
library.,Tools,Oomph,Setup,PC,Linux,RESOLVED,WORKSFORME,P3,blocker,,
552276,Why does EGit ignore local hooks?,Technology,EGit,Core,PC,Windows 10,CLOSED,DUPLICATE,P3,normal,
552277,[Win32] Virtual Table becomes visible upon setItemCount,Eclipse Project,Platform,SWT,PC,Windows 10,NEW,,P3,major,
552278,When to extends and override methods of WebMvcConfigurationSupport class in custom configuration class there is no longer Hibernate Transactional Session available for lazy,,,,,,,,,,
initialization.,Eclipse Project,JDT,APT,PC,Linux,NEW,,P3,enhancement,,
552279,Add Project Explorer to the Java perspective,Eclipse Project,JDT,UI,PC,Linux,NEW,,P3,normal,
552280,[fonts] Make variable font inherit from Text Font,Eclipse Project,Platform,Debug,All,All,CLOSED,WONTFIX,P3,normal,
552281,JavaPartitionerManager leaks memory leading to OOM,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,major,
552282,Refactor UnnecessaryCodeCleanUp for use by JDT.ls,Eclipse Project,JDT,UI,PC,Linux,VERIFIED,FIXED,P3,normal,
552283,Create patch after selecting location reselects the clipboard option,Eclipse Project,Platform,Team,PC,Windows 10,CLOSED,FIXED,P3,normal,
552284,[proposal] tools.secoblocks,Eclipse Foundation,Community,Proposals and Reviews,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
552285,[mentors] Mentor required for Smart Contract IDE for Blockchain Developers,Eclipse Foundation,Community,Architecture Council,PC,Mac OS,,,,,
X,RESOLVED,FIXED,P3,normal,,,,,,,
552286,Add Arduino AVR Boards does not work on MacOS,Tools,CDT,cdt-arduino,PC,Mac OS X,CLOSED,WONTFIX,P3,normal,
552287,[trademark] Trademark approval required for Eclipse SeCo Blocks,Eclipse Foundation,Community,EMO Approvals,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
552288,JGit does not return the requested subkey,Technology,JGit,JGit,All,All,RESOLVED,FIXED,P3,normal,
552289,Some commands are no longer available in the new Find Actions,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,major,
552290,Find Actions see all doesn't work with some Windows keyboard layouts,Eclipse Project,Platform,UI,PC,Windows All,NEW,,P3,normal,
552291,Performance Degradation of ci.eclipse.org/xtext,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,WORKSFORME,P3,normal,
552292,tycho-buildtimestamp-jgit 1.5 reports modified files                                                                                                                           1.4 does not,Eclipse Foundation,z_A,,,,,,,,
552293,SWT-Increment_if_needed job failed with Permission denied (publickey).,Eclipse Foundation,Community,CI-Jenkins,All,All,CLOSED,FIXED,P3,blocker,
552294,ProfileBundleContainer#resolveBundles: Parallelize creation of TargetBundles,Eclipse Project,PDE,UI,All,All,VERIFIED,FIXED,P3,normal,
552295,ProfileBundleContainer#resolveBundles: Parallelize creation of TargetBundles,Eclipse Project,PDE,UI,All,All,CLOSED,DUPLICATE,P3,normal,
552296,Size of description text does not fit the dialog,Tools,Oomph,Tools,PC,Linux,RESOLVED,WONTFIX,P3,normal,
552297,Restart dialog - Replace Ok with restart,Tools,Oomph,Setup,All,All,RESOLVED,FIXED,P3,enhancement,
,,,,,,,,,,,
552298,Bundle Pool Management - Use user facing terminology,Tools,Oomph,Tools,PC,Linux,RESOLVED,WONTFIX,P3,normal,
552299,Avoid showing Back on the first page of a wizard,Eclipse Project,Platform,UI,PC,All,RESOLVED,WONTFIX,P3,normal,
552300,[release] locationtech.geotrellis 3.0.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
552301,Certificates look weirdly formatted (for example in Oomph),Eclipse Project,Equinox,Security,PC,Linux,NEW,,P3,normal,
552302,Error during setup,Tools,Oomph,Setup,PC,Linux,RESOLVED,INVALID,P3,normal,
552303,Unable to fetch patches from Gerrit if content assist key binding is broken,Technology,EGit,UI,All,All,RESOLVED,FIXED,P3,normal,
552304,[Robotics                                                                                                                                                                      profile] Validation errors,Modeling,Pa,,,,,,,,
552305,Use a better Job description for Replace Computing prerequisite plan: Receiving objects / Resolving,,,,,,,,,,
deltas,Tools,Oomph,Tools,PC,Linux,RESOLVED,WONTFIX,P3,enhancement,,
552306,java.io.IOException: No space left on device on Capella JIPP,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,blocker,
552307,Move DB4O                                                                                                                                                                      Hibernate and Objectivity support to cdo,,,,,,,,,,
552309,Remove ant task from p2.director.app build commands,Eclipse Project,Equinox,p2,PC,Linux,RESOLVED,WONTFIX,P3,normal,
552310,Menu contributions to context menu in Debug view missing on 4.13,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,
552311,Move unused Dawn components to cdo.old,Modeling,EMF,cdo.releng,PC,Windows 7,CLOSED,INVALID,P3,minor,
552312,Bundle Pool Management - Only available in simple mode,Tools,Oomph,Setup,PC,Linux,RESOLVED,WORKSFORME,P3,normal,
552313,Need a checklist to make sure Platform builds are not impacted,Eclipse Foundation,Community,CI-Jenkins,All,All,CLOSED,WORKSFORME,P3,normal,
552315,DnD from setup file located in the IDE onto installer results in error,Tools,Oomph,Tools,PC,Linux,RESOLVED,WONTFIX,P3,enhancement,
552316,In place table cell editing does not work in 4.13 on Linux (Fedora 29),Eclipse Project,Platform,UI,PC,Linux,RESOLVED,DUPLICATE,P3,normal,
552317,DnD from setup file located in the web onto installer results in error,Tools,Oomph,Setup,PC,Linux,CLOSED,DUPLICATE,P3,normal,
552318,Caret disappears when autocompleting,Eclipse Project,Platform,SWT,PC,Linux,NEW,,P3,normal,
552319,No way to see the talks of a speaker via speakers page,Eclipse Foundation,Community,EclipseCon,PC,Windows 10,NEW,,P3,normal,
552320,[Passage] provide design for domain models,Technology,Passage,General,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552321,Add the Minimap view to the list of show in targets,WebTools,WTP Source Editing,wst.sse,PC,Mac OS X,RESOLVED,FIXED,P3,enhancement,
552322,[Passage] provide design for the main flow,Technology,Passage,Documentation,All,All,CLOSED,FIXED,P3,normal,
552323,[GTK] in-place Spinner as table editor not usable in plugin configuration dialog,Eclipse Project,Platform,SWT,PC,Linux,VERIFIED,FIXED,P3,normal,
552324,[xpath] StringModelFragmentImpl.mergeXPath: Improve for xPath /,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,
552325,Default repository folder is empty and can't be set,Eclipse Project,Platform,UI,All,All,VERIFIED,FIXED,P3,major,
552326,NPE from QuickSearchQuickAccessComputer.computeElements,Eclipse Project,Platform,Text,All,All,RESOLVED,FIXED,P3,normal,
552327,Opening platformUi.setup results in errors with the Oomph editor,Eclipse Project,Platform,Releng,PC,All,RESOLVED,WORKSFORME,P3,normal,
552328,Debug view hangs UI for extended periods,Eclipse Project,Platform,Debug,All,All,RESOLVED,FIXED,P3,normal,
552329,FieldEditor should not use preference store field directly,Eclipse Project,Platform,UI,All,All,VERIFIED,FIXED,P1,blocker,
552330,[GTK] Inline editing not visible until I switch rows,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,WORKSFORME,P3,normal,
552331,[13] Use semantic highlighting to mark the relevant region of a TextBlock,Eclipse Project,JDT,UI,All,All,ASSIGNED,,P3,enhancement,
552332,NPE in EnvironmentModule,Technology,Ease,Core,All,All,CLOSED,INVALID,P3,normal,
552333,[cleanup & saveaction] Java 1.5 tests should have their own test class,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,enhancement,
552334,C++ like comment for ANSI C source code (auto comment generation),Tools,CDT,cdt-editor,All,Windows 7,RESOLVED,FIXED,P3,trivial,
552335,Temporarily remove branch protection from master branch of codewind-vscode,Eclipse Foundation,Community,GitHub,All,All,CLOSED,FIXED,P3,major,
552336,Move to Tycho 1.5.1,Eclipse Project,Platform,Releng,PC,Linux,RESOLVED,FIXED,P3,normal,
552337,Cannot satisfy dependency when installing Docker Tooling 4.5.0.201910151606,Tools,Linux Tools,Docker,PC,Linux,RESOLVED,FIXED,P3,normal,
552338,UI for external mergetool support,Technology,EGit,UI,All,All,NEW,,P3,enhancement,
552339,[13] Add support for text block in PublicScanner,Eclipse Project,JDT,Core,PC,Mac OS X,VERIFIED,FIXED,P3,normal,
552340,in subapp editor cannot delete FB,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,
552341,[Passage] enable Spring Application support,Technology,Passage,Spring,All,All,ASSIGNED,,P3,normal,
552342,Please create passage-spring github repository,Eclipse Foundation,Community,GitHub,All,All,VERIFIED,FIXED,P3,normal,
552343,An error has occurred. See error log for more details. org/eclipse/m2e/jdt/internal/MavenClasspathContainerSaveHelper,Eclipse Foundation,z_Archived,m2e,PC,Windows,,,,,
10,NEW,,P3,blocker,,,,,,,
552344,Toolbar too narrow when Find actions is hidden,Eclipse Project,Platform,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552345,[[qvtr] Improve error tolerance,Modeling,QVTd,Core,PC,Windows 10,NEW,,P3,normal,
552346,Pomless builds show incorrect project names after update to 1.5.0,Eclipse Foundation,z_Archived,Tycho,PC,Linux,VERIFIED,FIXED,P3,normal,
552347,Universal Intro's Launchbar does not use high resolution icons,Eclipse Project,Platform,User Assistance,All,All,VERIFIED,FIXED,P3,normal,
552348,OSGi install area calculated wrong with symlinks,Eclipse Project,Equinox,Framework,All,Linux,NEW,,P3,normal,
552349,Switching to compiler compliance above 1.8 causes compiler errors,Eclipse Project,JDT,Core,PC,Windows 10,VERIFIED,WORKSFORME,P3,major,
552350,Eclipse starts with some ToolItems enabled when they shouldn't be,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,
552351,Update logback to 1.2.3 and slf4j to 1.7.25,Tools,Orbit,bundles,All,All,NEW,,P3,normal,
552352,Using SWAP in Compare editor loses changes and dirty status,Eclipse Project,Platform,Compare,All,Windows 10,RESOLVED,FIXED,P3,normal,
552353,Git synchronization via ssh is extremely slow in Eclipse 2019-09,Technology,EGit,Core,PC,Windows 10,RESOLVED,FIXED,P3,major,
552354,Arduino Download Manager adding Intel i686 Boards does not complete,Tools,CDT,cdt-arduino,PC,Linux,CLOSED,WONTFIX,P3,blocker,
552355,[PropertiesViews] - Constrain the scope of properties views to be local to an architecture context,Modeling,Papyrus,Core,PC,Windows,,,,,
10,CLOSED,FIXED,P3,normal,,,,,,,
552357,Codewind scan repository failed.,Eclipse Foundation,Community,CI-Jenkins,All,All,CLOSED,FIXED,P3,normal,
552358,m2e maps scope runtime to test in Maven Dependencies classpath container,Eclipse Foundation,z_Archived,m2e,PC,Windows 7,CLOSED,INVALID,P3,major,
552359,Rename Rebase Interactive view to Interactive Rebase,Technology,EGit,UI,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
552360,Use Title case for Interactive Rebase steps,Technology,EGit,UI,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,
552361,PopupMenuExtender does not handle multiple MenuManager instances correctly,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,
552362,Get Time-Aware Commit Messages,Modeling,Hawk,General,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552363,Clicking on Event type after filtering in trace view                                                                                                                           tracecompass crashs,Tools,Tracecom,,,,,,,,
552366,NPE when using extract method refactoring,Eclipse Foundation,z_Archived,PDT,PC,Windows 10,CLOSED,FIXED,P3,normal,
552367,Rename UI Responsiveness Monitoring to UI Freeze Monitoring,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552368,[Dark Theme] Move common settings into a common file for all OS system,Eclipse Project,Platform,UI,PC,All,RESOLVED,FIXED,P3,normal,
552369,Images: PNG renderer produces binary diffent files for same SVG files,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,
552370,[pomless][eclipse-test] support execution/discovery of TestSuites,Eclipse Foundation,z_Archived,Tycho,PC,Linux,CLOSED,DUPLICATE,P3,normal,
552371,[code mining] Some mining text displayed on the same line as code,Eclipse Project,Platform,SWT,All,All,VERIFIED,FIXED,P3,normal,
552372,Eclipse fails to start with 'org.eclipse.datatools.enablement.sybase.feature' installed,Eclipse Project,Platform,IDE,All,All,VERIFIED,FIXED,P3,critical,
552373,[GTK] Hover can cause UI Freeze on huge input string,Eclipse Project,Platform,SWT,PC,All,NEW,,P3,normal,
552374,EmptyWorkspaceHelper does not refresh wizards list on perspective change,Eclipse Project,Platform,UI,PC,Windows 10,NEW,,P3,normal,
552375,[doc] Document semantics of transition point,Modeling,eTrice,Documentation,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552376,[Designer] [Monitoring] Composite state,Modeling,Papyrus,Designer,All,All,RESOLVED,FIXED,P3,normal,
552377,[pull up] Pull Up a generic method in a superclass implementation stubs in other subclasses without type parameter,Eclipse,,,,,,,,,
Project,JDT,UI,PC,Linux,VERIFIED,FIXED,P3,major,,,
552379,Reduce default weight/alpha of whitespace characters,Eclipse Project,Platform,Text,All,All,CLOSED,WONTFIX,P3,enhancement,
552380,[DocProcessing] Program (external tool) and R CMD operation uses wrong working directory,Science,Statet,R IDE,All,All,CLOSED,FIXED,P3,normal,
552381,Circular reference detected in bundle org.apache.felix.scr,Tools,Orbit,bundles,PC,Linux,RESOLVED,FIXED,P3,normal,
552382,bindRemoteServiceAdmin errors after start,RT,ECF,ecf.remoteservices,PC,Linux,RESOLVED,FIXED,P3,normal,
552384,Deprecated class instances present,Eclipse Project,e4,Resources,PC,Linux,CLOSED,DUPLICATE,P3,normal,
552385,EMFDeleteServiceImpl contradicts model's item providers,Modeling,ECP,EMF Forms,All,All,CLOSED,FIXED,P2,major,
552386,Delete unnecessary wiki page,Eclipse Foundation,Community,Wiki,All,All,RESOLVED,FIXED,P3,normal,
552387,Make SWT and Eclipse RCP apps work in snap packages,Eclipse Project,Platform,SWT,PC,Linux,CLOSED,WONTFIX,P3,major,
552388,Type argument containment is too lenient when checking enclosing parameterized type,Eclipse Project,JDT,Core,All,All,VERIFIED,FIXED,P3,normal,
552389,Console always crashes                                                                                                                                                         restart does not fix it.,Eclipse Project,,,,,,,,,
552390,Compiler error for outer outer instance access in local class,Eclipse Project,JDT,Core,PC,Linux,ASSIGNED,,P3,normal,
552391,Where's the Oxygen download site?,Eclipse Project,Platform,User Assistance,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552392,[RCmd-Util] Enable 'show command line' and 'merge output' for R CMD launch configurations,Science,Statet,R IDE,All,All,CLOSED,FIXED,P3,enhancement,
552393,Unable to install xmpp feature from 3.14.6 snapshot repo,RT,ECF,ecf.releng,PC,Linux,RESOLVED,FIXED,P3,normal,
552394,[r-OSGi] Allow use of ASM 7.0 with version ranges,RT,ECF,ecf.providers,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552395,Update platform to Jetty 9.4.22,Eclipse Project,Platform,Releng,PC,Linux,RESOLVED,FIXED,P3,normal,
552396,[cleanup & saveaction] Continue to move Java 1.5 tests in their own test class,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,enhancement,
552397,Remove Discovery View,RT,ECF,ecf.discovery,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552398,[Releng] Move promotion to Jenkins,Modeling,EMF,cdo.releng,PC,Windows 7,CLOSED,FIXED,P3,enhancement,
552399,Upload/download file attachments in webclient,Automotive,MDMBL,General,All,All,CLOSED,FIXED,P3,enhancement,
552400,Show/edit context data based on MDM templates,Automotive,MDMBL,General,All,All,CLOSED,FIXED,P3,enhancement,
552401,Model mapping in atfxadapter with ExtSystem,Automotive,MDMBL,General,All,All,CLOSED,FIXED,P3,enhancement,
552402,Simple XY-Chartviewer,Automotive,MDMBL,General,All,All,CLOSED,FIXED,P3,enhancement,
552403,Introduce user roles on the webclient,Automotive,MDMBL,General,All,All,CLOSED,FIXED,P3,enhancement,
552404,[Dark Theme] Remove special styling for main toolbar,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552405,[Dark theme] Remove special styling for table in an active part stack,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552406,[Dark Theme] Remove special .View styling,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552407,GPF when started with OpenJ9,Eclipse Project,Platform,UI,PC,Windows 7,CLOSED,DUPLICATE,P3,normal,
552408,Provide scripting module help,Tools,Tracecompass,Core,PC,Linux,RESOLVED,FIXED,P3,normal,
552409,JniGenerator to always zero-initialize structs before filling them,Eclipse Project,Platform,SWT,PC,Windows All,NEW,,P3,normal,
552410,[Copy/Paste] If a stereotype has composite association the copy paste of stereotyped element does not works,,,,,,,,,,
correctly,Modeling,Papyrus,Core,PC,Linux,CLOSED,FIXED,P3,normal,,
552411,Adapt SearchText widget to current SWT,Science,Statet,General,All,All,CLOSED,FIXED,P3,normal,
552412,[Dark Theme] Remove special styling for .MTrimmedWindow and .MTrimbar,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552413,Menu in toolbar is disabled,Eclipse Project,Platform,UI,All,All,CLOSED,DUPLICATE,P3,normal,
552414,[Dark theme] Always style Hyperlink and ImageHyperlink,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552415,[R-DataEditor] IndexOutOfBoundsException in TextVariableFilter,Science,Statet,R IDE,All,All,CLOSED,FIXED,P3,normal,
552417,[Widget] Text of DropDownButton is clipped,Science,Statet,General,All,All,CLOSED,FIXED,P3,normal,
552418,Open Resource dialog should better handle paths,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,enhancement,
552419,Open Resource dialog should take paths into consideration.,Eclipse Project,Platform,UI,PC,Mac OS X,CLOSED,DUPLICATE,P3,normal,
552423,Replace usage of AbstractUIPlugin.getWorkbench(),Eclipse Project,Platform,IDE,All,All,RESOLVED,FIXED,P3,trivial,
552425,Replace usage of AbstractUIPlugin.getWorkbench(),Technology,CBI,CBI p2 Repository Aggregator,All,All,RESOLVED,FIXED,P3,trivial,
552426,Replace usage of AbstractUIPlugin.getWorkbench(),Technology,EGit,UI,All,All,RESOLVED,FIXED,P3,trivial,
552427,Replace usage of AbstractUIPlugin.getWorkbench(),Eclipse Project,JDT,Debug,All,All,VERIFIED,FIXED,P3,trivial,
552428,Have attempted to email license@eclipse.org but my message was rejected by mail.eclipse.org.,Eclipse Foundation,Community,Mail,PC,Windows,,,,,
10,RESOLVED,NOT_ECLIPSE,P3,normal,,,,,,,
552429,Initialize Hover and completion client capabilities for MARKDOWN support,Technology,lsp4e,IDE,All,All,RESOLVED,FIXED,P3,enhancement,
552430,NPE when a remote user deletes a diagram,Modeling,Sirius,Core,PC,Windows 10,CLOSED,INVALID,P3,normal,
552431,Add a merge requirement on,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,
552432,[Dark Theme] Simplify .MPartStack styling CSS,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552433,[Dark theme] Move workaround for LogView Text search to a general setting,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552434,[NiConsole] Use configurable range indicator color of text editors for prompt highlighting,Science,Statet,R IDE,All,All,CLOSED,WONTFIX,P3,normal,
552435,I get java.net.SocketException: Permission denied: connect when launching tomcat server in eclipse Luna,Eclipse Project,Platform,Runtime,PC,Windows,,,,,
10,CLOSED,NOT_ECLIPSE,P3,major,,,,,,,
552436,[NPE] Document URI may be null in HighlightReconcilingStrategy,Technology,lsp4e,General,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
552437,Avoid SCR circular reference with org.eclipse.ecf.mgmt.rsa.discovery.ui.discovery component,RT,ECF,ecf.ui,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552438,[NiConsole] Use (customizable) solid color for prompt highlighting,Science,Statet,R IDE,All,All,CLOSED,FIXED,P3,enhancement,
552439,expose Java Stack Trace Console in Find Actions... / Quick search,Eclipse Project,JDT,Debug,All,All,NEW,,P3,normal,
552440,[jslp] by default disable jslp discovery in Eclipse,RT,ECF,ecf.discovery,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552441,Potential resource leak erroneously reported within for-loop,Eclipse Project,JDT,Core,PC,Linux,CLOSED,DUPLICATE,P3,normal,
552442,Delete folder from Git repo history,Eclipse Foundation,Community,Gerrit,PC,Mac OS X,CLOSED,FIXED,P3,normal,
552443,Eclipse Top Level Project Getting Started link 404,Eclipse Foundation,Community,Website,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552444,Use AssertJ and JUnit 5,Technology,EGit,Releng,PC,Windows 10,NEW,,P3,enhancement,
552446,Whitespace removed from the beginning of a text block,Eclipse Project,JDT,Core,PC,Windows 7,RESOLVED,WORKSFORME,P3,normal,
552447,Create Connection Propertysheet not shown in Subapp and CFB Type editor,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
552448,On FB Creation the Position does not follow the snap to grid option,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
552449,Make CodeCov GitHub App available for /eclipse/passage project hosted at GitHub,Eclipse Foundation,Community,GitHub,All,All,CLOSED,FIXED,P3,major,
552450,Structure grid with regular solid lines,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
552451,Should the DSPProcess be added to the Launch when attach is used?,Technology,lsp4e,Debug Adapter Protocol,All,All,RESOLVED,FIXED,P3,normal,
552452,[doc] stale reference to update suite for ASTView,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,minor,
552453,[cleanup & saveaction] Rename 1.7 tests to avoid future conflict,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,trivial,
552454,[cleanup & saveaction] Finish to move Java 1.5 tests in their own test class,Eclipse Project,JDT,UI,All,All,RESOLVED,FIXED,P3,enhancement,
552455,Microsoft Visual Studio 2017 error parser,Tools,CDT,cdt-core,PC,Windows 10,CLOSED,DUPLICATE,P3,normal,
